Date,Time,Y_Total,D_Total
07/10/2020,20,236001.0,2232.0
08/10/2020,15,237362.0,1119.0
08/10/2020,19,238130.0,1887.0
08/10/2020,20,238409.0,2166.0
09/10/2020,8,238964.0,351.0
09/10/2020,9,239177.0,564.0
09/10/2020,15,239844.0,1231.0
09/10/2020,18,240406.0,1793.0
10/10/2020,11,241294.0,360.0
10/10/2020,16,241687.0,753.0
11/10/2020,16,242833.0,555.0
11/10/2020,16,242838.0,560.0
12/10/2020,18,244775.0,1605.0
12/10/2020,20,245216.0,2046.0
13/10/2020,13,246385.0,993.0
13/10/2020,17,246877.0,1485.0
13/10/2020,20,247466.0,2074.0
13/10/2020,21,247535.0,2143.0
14/10/2020,9,248101.0,470.0
14/10/2020,17,249151.0,1520.0
15/10/2020,16,251120.0,1190.0
15/10/2020,19,251814.0,1884.0
15/10/2020,20,251990.0,2060.0
15/10/2020,21,252033.0,2103.0
16/10/2020,8,252390.0,276.0
16/10/2020,14,253034.0,920.0
16/10/2020,18,253754.0,1640.0
16/10/2020,19,253818.0,1704.0
16/10/2020,21,254052.0,1938.0
17/10/2020,6,254210.0,40.0
17/10/2020,20,255231.0,1061.0
18/10/2020,14,255718.0,377.0
18/10/2020,15,255802.0,461.0
18/10/2020,16,255882.0,541.0
18/10/2020,17,255965.0,624.0
19/10/2020,18,257608.0,1356.0
20/10/2020,11,258477.0,500.0
20/10/2020,12,258554.0,577.0
20/10/2020,16,258950.0,973.0
20/10/2020,18,259159.0,1182.0
21/10/2020,7,259632.0,31.0
21/10/2020,14,260301.0,700.0
21/10/2020,19,260936.0,1335.0
22/10/2020,18,261966.0,825.0
22/10/2020,20,262181.0,1040.0
23/10/2020,19,263471.0,1249.0
24/10/2020,6,263640.0,6.0
24/10/2020,13,263971.0,337.0
25/10/2020,8,264725.0,37.0
26/10/2020,17,266260.0,857.0
26/10/2020,18,255427.0,1024.0
26/10/2020,19,266542.0,1139.0
27/10/2020,8,266863.0,209.0
27/10/2020,19,267855.0,1201.0
27/10/2020,19,267898.0,1244.0
28/10/2020,6,268086.0,13.0
28/10/2020,8,268149.0,76.0
28/10/2020,9,268311.0,238.0
29/10/2020,18,270723.0,1170.0
30/10/2020,12,271456.0,325.0
31/10/2020,11,272117.0,122.0
31/10/2020,13,272217.0,222.0
31/10/2020,19,272457.0,462.0
01/11/2020,17,272882.0,355.0
01/11/2020,18,272895.0,368.0
02/11/2020,6,273034.0,10.0
02/11/2020,11,273432.0,408.0
02/11/2020,15,273656.0,632.0
02/11/2020,18,273941.0,917.0
02/11/2020,19,274065.0,1041.0
03/11/2020,18,275126.0,964.0
03/11/2020,19,275253.0,1091.0
04/11/2020,6,275346.0,7.0
04/11/2020,11,275729.0,390.0
04/11/2020,12,275810.0,471.0
04/11/2020,15,275994.0,655.0
05/11/2020,17,277373.0,879.0
06/11/2020,8,277848.0,157.0
06/11/2020,8,277920.0,229.0
07/11/2020,19,279350.0,455.0
08/11/2020,18,279765.0,355.0
09/11/2020,18,280707.0,833.0
10/11/2020,6,280909.0,6.0
10/11/2020,11,281309.0,406.0
10/11/2020,13,281471.0,568.0
11/11/2020,10,282291.0,81.0
12/11/2020,16,283697.0,722.0
13/11/2020,11,284677.0,420.0
13/11/2020,12,284719.0,462.0
14/11/2020,22,286173.0,644.0
15/11/2020,14,286301.0,118.0
16/11/2020,16,287260.0,724.0
16/11/2020,17,287337.0,801.0
17/11/2020,20,288975.0,1280.0
18/11/2020,13,289572.0,552.0
19/11/2020,15,290976.0,659.0
19/11/2020,19,291474.0,1157.0
20/11/2020,17,292450.0,903.0
21/11/2020,17,293367.0,612.0
22/11/2020,18,294046.0,468.0
22/11/2020,18,294055.0,477.0
23/11/2020,6,294157.0,4.0
23/11/2020,11,294524.0,371.0
23/11/2020,15,294764.0,611.0
23/11/2020,18,295063.0,910.0
23/11/2020,19,295200.0,1047.0
24/11/2020,19,296479.0,1200.0
25/11/2020,16,297184.0,609.0
25/11/2020,19,297405.0,830.0
25/11/2020,19,297466.0,891.0
26/11/2020,18,298375.0,823.0
27/11/2020,16,299368.0,725.0
27/11/2020,19,299605.0,962.0
28/11/2020,0,299740.0,2.0
28/11/2020,9,299800.0,62.0
28/11/2020,10,299951.0,213.0
28/11/2020,10,300000.0,262.0
28/11/2020,10,300047.0,309.0
28/11/2020,11,300065.0,327.0
29/11/2020,6,300822.0,17.0
29/11/2020,17,301475.0,670.0
30/11/2020,16,302497.0,783.0
30/11/2020,18,302802.0,1088.0
01/12/2020,14,303531.0,558.0
02/12/2020,7,304269.0,80.0
02/12/2020,8,304330.0,141.0
02/12/2020,8,304337.0,148.0
02/12/2020,8,304358.0,169.0
02/12/2020,14,304848.0,659.0
03/12/2020,9,305767.0,265.0
03/12/2020,9,305836.0,334.0
03/12/2020,12,306023.0,521.0
03/12/2020,13,306035.0,533.0
03/12/2020,13,306069.0,567.0
03/12/2020,14,306115.0,613.0
04/12/2020,13,307392.0,531.0
04/12/2020,13,307392.0,531.0
05/12/2020,9,308009.0,54.0
05/12/2020,21,308888.0,933.0
06/12/2020,6,308951.0,33.0
06/12/2020,7,308951.0,33.0
06/12/2020,12,309142.0,224.0
06/12/2020,15,309300.0,382.0
07/12/2020,13,310173.0,526.0
07/12/2020,16,310343.0,696.0
08/12/2020,8,310940.0,184.0
09/12/2020,7,311846.0,31.0
09/12/2020,10,312155.0,340.0
09/12/2020,14,312500.0,685.0
09/12/2020,19,312934.0,1119.0
10/12/2020,20,313892.0,802.0
11/12/2020,12,314166.0,226.0
12/12/2020,13,314958.0,298.0
12/12/2020,17,315191.0,531.0
12/12/2020,18,315260.0,600.0
13/12/2020,6,315507.0,40.0
13/12/2020,10,315569.0,102.0
13/12/2020,11,315581.0,114.0
13/12/2020,15,315852.0,385.0
13/12/2020,17,316034.0,567.0
14/12/2020,8,316334.0,120.0
15/12/2020,8,317322.0,100.0
16/12/2020,10,318293.0,222.0
16/12/2020,11,318381.0,310.0
16/12/2020,11,318395.0,324.0
16/12/2020,12,318416.0,345.0
16/12/2020,13,318542.0,471.0
16/12/2020,14,318573.0,502.0
16/12/2020,14,318588.0,517.0
16/12/2020,15,318689.0,618.0
16/12/2020,17,318881.0,810.0
16/12/2020,19,319119.0,1048.0
17/12/2020,8,319282.0,79.0
17/12/2020,9,319339.0,136.0
17/12/2020,14,319556.0,353.0
17/12/2020,19,319960.0,757.0
18/12/2020,9,320224.0,142.0
18/12/2020,10,320246.0,164.0
18/12/2020,15,320536.0,454.0
18/12/2020,16,320636.0,554.0
18/12/2020,20,320998.0,916.0
19/12/2020,11,321189.0,138.0
19/12/2020,13,321282.0,231.0
19/12/2020,16,321507.0,456.0
20/12/2020,6,321810.0,15.0
20/12/2020,8,321820.0,25.0
21/12/2020,17,322851.0,622.0
21/12/2020,17,322893.0,664.0
21/12/2020,19,323005.0,776.0
22/12/2020,10,323261.0,172.0
22/12/2020,11,323320.0,231.0
22/12/2020,12,323357.0,268.0
23/12/2020,18,324478.0,496.0
24/12/2020,8,324702.0,62.0
24/12/2020,10,324794.0,154.0
24/12/2020,11,324851.0,211.0
25/12/2020,16,325323.0,120.0
25/12/2020,17,325345.0,142.0
26/12/2020,15,325679.0,254.0
27/12/2020,7,325846.0,5.0
27/12/2020,8,325856.0,15.0
27/12/2020,13,325975.0,134.0
28/12/2020,14,326395.0,254.0
28/12/2020,16,326478.0,337.0
29/12/2020,15,327000.0,313.0
29/12/2020,16,327106.0,419.0
30/12/2020,21,327961.0,623.0
31/12/2020,8,328035.0,57.0
31/12/2020,17,328401.0,423.0
01/01/2021,11,49.0,49.0
01/01/2021,12,85.0,85.0
01/01/2021,16,256.0,256.0
02/01/2021,6,382.0,1.0
02/01/2021,19,703.0,322.0
03/01/2021,6,764.0,10.0
03/01/2021,9,787.0,33.0
04/01/2021,13,1644.0,500.0
04/01/2021,16,1810.0,666.0
05/01/2021,8,2365.0,132.0
05/01/2021,14,2755.0,522.0
06/01/2021,9,3696.0,279.0
06/01/2021,12,3893.0,476.0
06/01/2021,17,4336.0,919.0
07/01/2021,9,4970.0,284.0
07/01/2021,13,5166.0,480.0
07/01/2021,20,5805.0,1119.0
08/01/2021,8,5976.0,138.0
08/01/2021,10,6137.0,299.0
08/01/2021,13,6358.0,520.0
08/01/2021,16,6543.0,705.0
09/01/2021,10,7118.0,98.0
09/01/2021,11,7158.0,138.0
09/01/2021,13,7298.0,278.0
09/01/2021,14,7348.0,328.0
09/01/2021,19,7603.0,583.0
10/01/2021,7,7715.0,5.0
10/01/2021,8,7720.0,10.0
10/01/2021,13,7885.0,175.0
11/01/2021,13,8691.0,478.0
11/01/2021,14,8775.0,562.0
11/01/2021,16,8921.0,708.0
12/01/2021,8,9549.0,137.0
12/01/2021,16,10064.0,652.0
12/01/2021,16,10134.0,722.0
13/01/2021,6,10632.0,6.0
13/01/2021,9,10913.0,287.0
13/01/2021,9,10938.0,312.0
13/01/2021,10,11006.0,380.0
13/01/2021,14,11299.0,673.0
13/01/2021,18,11666.0,1040.0
13/01/2021,18,11761.0,1135.0
14/01/2021,8,12116.0,147.0
14/01/2021,9,12274.0,305.0
14/01/2021,17,12904.0,935.0
14/01/2021,18,12949.0,980.0
14/01/2021,18,13018.0,1049.0
15/01/2021,8,13387.0,149.0
16/01/2021,9,14492.0,70.0
16/01/2021,10,14525.0,103.0
16/01/2021,14,14808.0,386.0
16/01/2021,15,14887.0,465.0
17/01/2021,7,15232.0,15.0
17/01/2021,9,15267.0,50.0
17/01/2021,16,15635.0,418.0
18/01/2021,8,16082.0,188.0
18/01/2021,10,16279.0,385.0
18/01/2021,16,16694.0,800.0
18/01/2021,16,16739.0,845.0
18/01/2021,18,17000.0,1106.0
19/01/2021,13,17847.0,617.0
19/01/2021,14,17903.0,673.0
19/01/2021,16,18126.0,896.0
19/01/2021,17,18379.0,1149.0
20/01/2021,9,18950.0,300.0
20/01/2021,12,19140.0,490.0
20/01/2021,13,19273.0,623.0
20/01/2021,14,19301.0,651.0
20/01/2021,14,19342.0,692.0
20/01/2021,15,19378.0,728.0
21/01/2021,8,20044.0,186.0
21/01/2021,17,20958.0,1100.0
21/01/2021,18,21040.0,1182.0
22/01/2021,8,21483.0,182.0
23/01/2021,16,23080.0,617.0
23/01/2021,17,23163.0,700.0
23/01/2021,18,23258.0,795.0
24/01/2021,7,23354.0,6.0
24/01/2021,10,23414.0,66.0
24/01/2021,11,23482.0,134.0
24/01/2021,12,23510.0,162.0
25/01/2021,8,24183.0,189.0
25/01/2021,17,24879.0,885.0
25/01/2021,17,25034.0,1040.0
26/01/2021,8,25493.0,182.0
26/01/2021,11,25803.0,492.0
26/01/2021,14,25990.0,679.0
26/01/2021,19,26690.0,1379.0
27/01/2021,9,27093.0,329.0
27/01/2021,12,27317.0,553.0
27/01/2021,13,27481.0,717.0
27/01/2021,14,27526.0,762.0
27/01/2021,15,27613.0,849.0
28/01/2021,8,28345.0,99.0
28/01/2021,8,28424.0,178.0
28/01/2021,9,28578.0,332.0
29/01/2021,7,29737.0,35.0
29/01/2021,11,30141.0,439.0
29/01/2021,14,30360.0,658.0
30/01/2021,10,31222.0,107.0
30/01/2021,10,31270.0,155.0
30/01/2021,10,31275.0,160.0
30/01/2021,13,31448.0,333.0
31/01/2021,13,32008.0,270.0
31/01/2021,16,32216.0,478.0
01/02/2021,12,32926.0,481.0
01/02/2021,14,33071.0,626.0
02/02/2021,16,34721.0,966.0
02/02/2021,16,34755.0,1000.0
02/02/2021,17,34976.0,1221.0
02/02/2021,18,35079.0,1324.0
03/02/2021,9,35673.0,345.0
03/02/2021,10,35715.0,387.0
03/02/2021,12,35903.0,575.0
03/02/2021,13,36070.0,742.0
03/02/2021,15,36238.0,910.0
04/02/2021,8,37049.0,183.0
04/02/2021,12,37426.0,560.0
04/02/2021,13,37569.0,703.0
05/02/2021,8,38504.0,151.0
05/02/2021,13,39011.0,658.0
06/02/2021,9,39922.0,78.0
06/02/2021,10,39965.0,121.0
06/02/2021,10,39978.0,134.0
06/02/2021,10,40000.0,156.0
06/02/2021,11,40069.0,225.0
06/02/2021,15,40373.0,529.0
06/02/2021,16,40398.0,554.0
07/02/2021,17,41188.0,506.0
08/02/2021,8,41540.0,170.0
08/02/2021,11,41825.0,455.0
08/02/2021,16,42177.0,807.0
09/02/2021,16,43532.0,937.0
09/02/2021,16,43568.0,973.0
09/02/2021,17,43728.0,1133.0
09/02/2021,21,44104.0,1509.0
10/02/2021,10,44590.0,457.0
10/02/2021,18,45433.0,1300.0
11/02/2021,19,47201.0,1518.0
12/02/2021,8,47479.0,140.0
12/02/2021,13,47980.0,641.0
12/02/2021,20,48453.0,1114.0
13/02/2021,10,48596.0,117.0
13/02/2021,11,48663.0,184.0
13/02/2021,14,48899.0,420.0
13/02/2021,15,49029.0,550.0
13/02/2021,16,49095.0,616.0
13/02/2021,17,49186.0,707.0
13/02/2021,17,49218.0,739.0
14/02/2021,10,49476.0,83.0
14/02/2021,15,49638.0,245.0
14/02/2021,15,49641.0,248.0
14/02/2021,15,49662.0,269.0
15/02/2021,14,50451.0,516.0
15/02/2021,19,50852.0,917.0
16/02/2021,8,50996.0,67.0
16/02/2021,17,51460.0,531.0
16/02/2021,17,51465.0,536.0
16/02/2021,19,51698.0,769.0
17/02/2021,16,52638.0,881.0
17/02/2021,20,53077.0,1320.0
18/02/2021,17,53709.0,570.0
19/02/2021,7,53963.0,68.0
19/02/2021,8,54053.0,158.0
19/02/2021,9,54081.0,186.0
19/02/2021,17,54769.0,874.0
20/02/2021,10,55119.0,99.0
20/02/2021,17,55496.0,476.0
20/02/2021,17,55520.0,500.0
21/02/2021,10,55746.0,71.0
21/02/2021,12,55815.0,140.0
21/02/2021,14,55930.0,255.0
22/02/2021,17,56674.0,422.0
23/02/2021,17,57578.0,742.0
24/02/2021,19,59027.0,1136.0
24/02/2021,19,59064.0,1173.0
25/02/2021,12,59599.0,436.0
25/02/2021,17,60184.0,1021.0
26/02/2021,16,61263.0,792.0
26/02/2021,17,61481.0,1010.0
26/02/2021,18,61534.0,1063.0
27/02/2021,6,61757.0,15.0
27/02/2021,10,61865.0,123.0
27/02/2021,10,61875.0,133.0
27/02/2021,10,61916.0,174.0
27/02/2021,10,61917.0,175.0
27/02/2021,14,62198.0,456.0
28/02/2021,16,63144.0,430.0
28/02/2021,17,63255.0,541.0
01/03/2021,14,64227.0,778.0
01/03/2021,15,64379.0,930.0
01/03/2021,18,64875.0,1426.0
02/03/2021,16,66154.0,1042.0
02/03/2021,16,66200.0,1088.0
02/03/2021,19,66662.0,1550.0
02/03/2021,22,66797.0,1685.0
03/03/2021,11,67337.0,532.0
03/03/2021,12,67455.0,650.0
03/03/2021,13,67630.0,825.0
03/03/2021,15,67805.0,1000.0
03/03/2021,19,68374.0,1569.0
04/03/2021,8,68660.0,187.0
04/03/2021,13,69155.0,682.0
04/03/2021,20,69983.0,1510.0
05/03/2021,10,70572.0,503.0
05/03/2021,15,71069.0,1000.0
05/03/2021,16,71130.0,1061.0
05/03/2021,17,71331.0,1262.0
05/03/2021,17,71397.0,1328.0
05/03/2021,17,71460.0,1391.0
05/03/2021,18,71525.0,1456.0
05/03/2021,19,71669.0,1600.0
05/03/2021,20,71740.0,1671.0
05/03/2021,23,71813.0,1744.0
06/03/2021,9,71895.0,81.0
06/03/2021,9,71910.0,96.0
06/03/2021,10,71948.0,134.0
06/03/2021,14,72377.0,563.0
06/03/2021,18,72761.0,947.0
07/03/2021,12,73146.0,233.0
07/03/2021,12,73237.0,324.0
07/03/2021,14,73319.0,406.0
07/03/2021,18,73529.0,616.0
08/03/2021,10,74035.0,414.0
08/03/2021,18,74864.0,1243.0
09/03/2021,9,75440.0,381.0
09/03/2021,13,75817.0,758.0
09/03/2021,16,76074.0,1015.0
09/03/2021,18,76509.0,1450.0
09/03/2021,20,76684.0,1625.0
10/03/2021,6,76807.0,21.0
10/03/2021,9,77108.0,322.0
10/03/2021,20,78526.0,1740.0
11/03/2021,17,79882.0,1270.0
11/03/2021,17,79896.0,1284.0
11/03/2021,17,79958.0,1346.0
11/03/2021,18,80013.0,1401.0
11/03/2021,18,80029.0,1417.0
11/03/2021,18,80136.0,1524.0
12/03/2021,8,80500.0,175.0
12/03/2021,12,80968.0,643.0
12/03/2021,14,81089.0,764.0
12/03/2021,14,81113.0,788.0
12/03/2021,16,81307.0,982.0
12/03/2021,17,81443.0,1118.0
12/03/2021,17,81476.0,1151.0
12/03/2021,17,81559.0,1234.0
12/03/2021,18,81708.0,1383.0
12/03/2021,19,81825.0,1500.0
13/03/2021,9,82149.0,161.0
13/03/2021,10,82175.0,187.0
13/03/2021,10,82192.0,204.0
13/03/2021,17,82807.0,819.0
13/03/2021,17,82857.0,869.0
14/03/2021,14,83423.0,352.0
15/03/2021,17,84838.0,1047.0
15/03/2021,18,84957.0,1166.0
16/03/2021,12,85957.0,710.0
16/03/2021,14,86116.0,869.0
16/03/2021,14,86127.0,880.0
16/03/2021,14,86135.0,888.0
