Date,Y_Total,D_Total,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,WINDTEMP_MAX_C,SUNHOUR,hollyday
2021-01-20,115384.0,3484.0,13,9,37,1.4,87,77.625,13,7,3.5,0.4
2021-01-21,62042.0,2468.0,13,11,16,0.4,88,45.125,13,10,7.0,0.4
2021-01-22,21483.0,182.0,12,9,20,0.7,89,66.875,12,8,3.5,0.4
2021-01-23,69501.0,2112.0,10,7,50,0.2,77,47.75,10,4,5.2,0.4
2021-01-24,93760.0,368.0,10,6,30,6.4,80,50.5,10,2,8.7,0.4
2021-01-25,74096.0,2114.0,9,7,24,0.0,71,38.125,9,4,7.0,0.4
2021-01-26,103976.0,2732.0,9,4,19,0.0,58,33.875,9,-1,5.3,0.4
2021-01-27,137030.0,3210.0,12,5,17,0.0,61,44.0,12,3,7.0,0.4
2021-01-28,85347.0,609.0,16,12,22,0.0,82,38.0,16,10,8.7,0.4
2021-01-29,90238.0,1132.0,15,12,28,0.0,84,38.0,15,10,7.0,0.4
2021-01-30,125215.0,755.0,12,10,26,4.2,81,63.375,12,8,3.6,0.4
2021-01-31,64224.0,748.0,14,10,25,0.0,77,39.5,14,7,8.7,0.4
2021-02-01,65997.0,1107.0,14,12,31,0.9,78,65.0,14,9,3.6,0.4
2021-02-02,139531.0,4511.0,15,11,23,0.0,76,23.375,15,9,8.7,0.4
2021-02-03,179599.0,2959.0,13,11,20,0.4,92,56.5,13,9,3.8,0.4
2021-02-04,112044.0,1446.0,13,10,19,0.0,89,77.75,13,9,5.2,0.4
2021-02-05,77515.0,809.0,14,12,24,0.1,90,58.5,14,10,10.0,0.4
2021-02-06,280705.0,1797.0,14,11,54,0.6,87,53.625,14,9,8.4,0.4
2021-02-07,41188.0,506.0,12,10,32,0.4,71,40.625,12,6,10.5,0.4
2021-02-08,125542.0,1432.0,9,8,13,4.4,76,89.0,9,6,5.3,0.4
2021-02-09,174932.0,4552.0,12,10,26,0.1,77,68.75,12,7,8.4,0.4
2021-02-10,90023.0,1757.0,12,8,27,0.0,72,23.375,12,6,10.6,0.4
2021-02-11,47201.0,1518.0,11,6,12,0.0,80,3.625,11,3,10.6,0.4
2021-02-12,143912.0,1895.0,7,5,18,14.8,89,69.625,8,1,6.9,0.4
2021-02-13,342686.0,3333.0,9,6,11,0.5,88,46.125,9,3,10.7,0.4
2021-02-14,198417.0,845.0,8,5,27,0.0,66,52.375,8,2,10.0,0.4
2021-02-15,101303.0,1433.0,9,6,13,1.6,73,77.5,9,3,5.4,0.4
2021-02-16,205619.0,1903.0,11,9,17,0.3,86,75.125,11,8,5.4,0.4
2021-02-17,105715.0,2201.0,14,9,6,0.0,85,20.875,14,8,10.8,0.4
2021-02-18,53709.0,570.0,12,10,26,1.6,88,72.5,12,8,5.4,0.4
2021-02-19,216866.0,1286.0,13,11,28,2.8,91,79.875,13,9,5.4,0.4
2021-02-20,166135.0,1075.0,13,11,34,0.0,87,61.875,13,9,10.1,0.4
2021-02-21,167491.0,466.0,13,10,42,0.0,88,34.125,13,7,10.1,0.4
2021-02-22,56674.0,422.0,13,12,54,4.9,86,94.75,13,8,5.5,0.4
2021-02-23,57578.0,742.0,12,11,19,5.6,93,89.875,12,9,5.5,0.4
2021-02-24,118091.0,2309.0,14,10,12,0.0,93,15.375,14,9,11.0,0.4
2021-02-25,119783.0,1457.0,15,9,12,0.0,87,2.375,15,8,11.0,0.4
2021-02-26,184278.0,2865.0,16,10,8,0.0,72,5.5,16,10,11.0,0.4
2021-02-27,371528.0,1076.0,15,11,10,1.0,81,41.375,15,10,7.1,0.4
2021-02-28,126399.0,971.0,14,9,20,3.7,75,58.375,14,6,10.1,0.4
